id,age,gender,education,years_experience,personality,interests,field,career,technical_skills,communication_skills,leadership_skills,problem_solving,creativity,salary_expectations,international_opportunities,work_life_balance,advancement_goals,market_demand,economic_conditions,industry_growth,success_probability,success,salary,career_satisfaction,job_stability,international_experience,advancement_achieved,work_life_satisfaction,success_rate
1708,34,Other,some_college,5,creative,"marketing,engineering,technology",marketing,Content Creation,8,3,3,8,9,entry_level,very_interested,less_important,"specialization,research",0.59,0.88,0.83,0.95,1,52272,3,2,1,1,7,95.0
1709,22,Female,high_school,0,creative,"business,technology,engineering",engineering,Chemical Engineering,7,1,3,9,8,senior_level,very_interested,not_important,consulting,0.96,0.87,0.82,0.95,1,137999,6,12,0,0,8,95.0
1710,23,Female,masters,0,analytical,education,education,School Administration,10,4,10,9,6,flexible,somewhat_interested,very_important,"specialization,teaching,consulting",0.82,0.81,0.62,0.95,1,62400,4,10,2,1,9,95.0
1711,55,Other,some_college,30,creative,engineering,engineering,Electrical Engineering,9,7,2,2,6,executive,somewhat_interested,moderately_important,teaching,0.69,0.82,0.45,0.95,1,364320,7,8,0,0,6,95.0
1712,63,Male,some_college,33,analytical,"business,engineering",business,Financial Planning,1,9,4,7,3,senior_level,remote_international,less_important,"entrepreneurship,consulting,specialization",0.61,0.78,0.92,0.95,1,219120,2,8,0,1,5,95.0
1713,46,Female,masters,24,supportive,education,education,Teaching,4,7,9,10,10,entry_level,remote_international,less_important,"entrepreneurship,management",0.85,0.84,0.6,0.95,1,73881,7,7,0,2,5,95.0
1714,61,Male,masters,34,supportive,education,education,Curriculum Development,4,6,8,8,8,executive,not_interested,moderately_important,"research,entrepreneurship,teaching",0.75,0.77,0.83,0.95,1,314496,9,15,0,1,7,95.0
1715,36,Female,phd,12,creative,"engineering,technology,business",engineering,Electrical Engineering,5,6,1,3,6,executive,remote_international,very_important,management,0.99,0.92,0.54,0.95,1,359351,10,9,0,0,9,95.0
1716,24,Other,high_school,0,supportive,"engineering,healthcare,education",education,Curriculum Development,1,4,9,1,5,mid_level,remote_international,less_important,teaching,0.58,0.84,1.06,0.95,1,67200,9,12,0,1,6,95.0
1717,38,Male,high_school,8,supportive,education,education,Teaching,8,9,4,10,4,entry_level,somewhat_interested,moderately_important,"entrepreneurship,management,specialization",0.84,0.92,0.87,0.95,1,44544,1,2,3,2,7,95.0
1718,41,Female,bachelors,12,leadership,"engineering,healthcare,education",education,Teaching,1,8,1,6,7,entry_level,not_interested,less_important,"specialization,research",0.86,0.91,1.07,0.95,1,57139,10,7,0,0,4,95.0
1719,65,Female,masters,42,supportive,"technology,business,healthcare",technology,DevOps Engineering,7,7,1,3,5,senior_level,not_interested,not_important,"consulting,research,management",0.76,0.72,0.58,0.95,1,344448,7,14,0,3,6,95.0
1720,47,Female,bachelors,21,supportive,engineering,engineering,Electrical Engineering,3,7,1,6,4,mid_level,somewhat_interested,less_important,"teaching,research,consulting",0.79,0.75,0.44,0.95,1,164606,2,9,3,2,8,95.0
1721,53,Male,bachelors,30,leadership,"technology,healthcare,engineering",technology,UI/UX Design,9,8,5,6,2,mid_level,remote_international,very_important,"specialization,consulting,management",0.93,0.66,0.99,0.95,1,193536,1,10,0,2,8,95.0
1722,31,Male,some_college,8,creative,"marketing,business",business,Project Management,10,10,10,1,1,executive,somewhat_interested,less_important,"consulting,research",0.74,0.98,0.45,0.95,1,229680,7,6,3,2,5,95.0
1723,46,Other,high_school,19,analytical,business,business,Financial Planning,7,8,8,8,7,executive,not_interested,moderately_important,"specialization,teaching,entrepreneurship",0.94,0.75,0.57,0.95,1,248399,7,8,0,2,6,95.0
1724,46,Other,high_school,22,analytical,"business,marketing,education",education,Teaching,3,9,10,5,5,mid_level,somewhat_interested,not_important,"consulting,teaching,entrepreneurship",0.98,0.69,0.71,0.95,1,96768,9,9,3,3,8,95.0
1725,18,Other,masters,0,supportive,education,education,Curriculum Development,2,9,4,6,10,entry_level,not_interested,very_important,"entrepreneurship,teaching,research",0.73,0.67,0.44,0.95,1,49920,5,5,0,2,7,95.0
1726,48,Other,masters,25,analytical,"business,marketing,engineering",engineering,Civil Engineering,9,8,5,1,8,senior_level,very_interested,moderately_important,"management,entrepreneurship,consulting",0.9,0.7,0.84,0.95,0,179400,1,2,2,0,7,95.0
1727,51,Other,phd,28,analytical,"marketing,business,engineering",business,Project Management,1,8,6,1,2,mid_level,somewhat_interested,moderately_important,"consulting,teaching",0.92,0.97,1.2,0.95,1,183456,5,13,3,0,4,95.0
1728,48,Female,high_school,18,supportive,engineering,engineering,Chemical Engineering,9,7,2,7,4,mid_level,remote_international,moderately_important,"management,specialization,teaching",0.97,0.66,1.04,0.95,1,131375,10,9,0,3,6,95.0
1729,19,Other,bachelors,0,supportive,"business,education",education,School Administration,1,6,4,7,5,senior_level,somewhat_interested,less_important,"teaching,entrepreneurship,research",0.55,0.64,0.77,0.95,1,115200,9,11,0,0,9,95.0
1730,29,Other,phd,4,leadership,"healthcare,education,technology",healthcare,Mental Health,10,3,1,6,4,executive,not_interested,very_important,"teaching,entrepreneurship",0.7,0.77,0.74,0.95,1,299375,2,10,0,0,7,95.0
1731,30,Male,bachelors,6,leadership,business,business,Digital Marketing,8,6,9,5,3,executive,remote_international,not_important,teaching,0.91,0.79,1.05,0.95,1,241920,10,12,0,0,5,95.0
1732,32,Male,bachelors,4,technical,"healthcare,technology",healthcare,Physical Therapy,5,5,6,8,7,executive,very_interested,not_important,"teaching,specialization,entrepreneurship",0.53,0.77,0.45,0.95,1,256608,9,5,0,3,5,95.0
1733,60,Male,masters,33,creative,business,business,Digital Marketing,6,5,7,2,3,entry_level,somewhat_interested,less_important,"consulting,teaching,specialization",0.72,0.72,0.44,0.95,1,103584,9,10,1,0,6,95.0
1734,61,Male,bachelors,36,leadership,"business,healthcare,marketing",marketing,Market Research,3,9,7,1,8,flexible,very_interested,moderately_important,"entrepreneurship,consulting,teaching",0.92,0.7,1.01,0.95,1,111456,8,11,2,0,8,95.0
1735,65,Female,high_school,38,technical,marketing,marketing,Digital Marketing,6,6,5,7,6,entry_level,somewhat_interested,very_important,"research,management",0.83,0.86,0.49,0.95,1,76032,6,13,3,0,9,95.0
1736,27,Female,some_college,5,creative,business,business,Project Management,5,4,10,5,5,mid_level,very_interested,less_important,"teaching,management",0.53,1.0,1.02,0.95,1,101640,4,2,2,0,7,95.0
1737,53,Female,some_college,31,leadership,"healthcare,education,technology",healthcare,Nursing,5,4,3,10,3,executive,somewhat_interested,very_important,"teaching,entrepreneurship",0.88,0.75,0.68,0.95,1,352836,7,14,1,2,8,95.0
1738,56,Female,bachelors,28,leadership,"engineering,education,healthcare",engineering,Biomedical Engineering,4,10,10,5,4,entry_level,very_interested,less_important,research,0.75,0.74,0.76,0.95,1,103334,3,13,0,1,7,95.0
1739,29,Other,phd,4,technical,"education,healthcare",education,Teaching,9,10,9,7,6,flexible,not_interested,not_important,"teaching,management,consulting",0.88,0.74,0.74,0.95,1,72576,7,11,0,3,4,95.0
1740,31,Male,masters,8,technical,"education,engineering,business",business,Project Management,6,1,10,9,1,mid_level,very_interested,not_important,"teaching,specialization",0.52,0.76,1.12,0.95,1,126672,8,5,1,2,4,95.0
1741,58,Female,bachelors,28,leadership,"engineering,healthcare",engineering,Mechanical Engineering,3,5,5,5,1,executive,somewhat_interested,very_important,"consulting,management,research",0.56,0.67,1.01,0.95,1,387504,8,15,1,0,9,95.0
1742,57,Other,bachelors,33,supportive,marketing,marketing,Market Research,7,5,8,2,1,executive,somewhat_interested,less_important,consulting,0.67,0.75,1.19,0.95,1,322704,9,4,0,0,4,95.0
1743,59,Male,high_school,31,analytical,"education,healthcare,marketing",education,Curriculum Development,3,10,1,1,8,senior_level,very_interested,not_important,"teaching,entrepreneurship",0.61,0.62,0.7,0.95,1,155520,3,9,1,0,7,95.0
1744,49,Male,some_college,25,leadership,"marketing,business",business,Project Management,2,1,7,1,7,entry_level,remote_international,not_important,"specialization,consulting,research",0.76,0.95,0.53,0.95,1,79200,9,2,0,0,4,95.0
1745,47,Male,phd,25,technical,"business,engineering,technology",technology,Software Development,2,8,1,6,7,senior_level,remote_international,not_important,"entrepreneurship,research,teaching",0.73,0.75,0.87,0.95,1,302400,4,7,0,3,9,95.0
1746,38,Other,phd,12,supportive,"technology,marketing,healthcare",healthcare,Pharmacy,9,5,9,7,6,mid_level,somewhat_interested,very_important,"management,entrepreneurship,research",0.92,0.68,1.1,0.95,1,160406,10,14,1,0,9,95.0
1747,20,Male,high_school,0,supportive,"business,marketing",marketing,Market Research,6,4,10,7,5,entry_level,remote_international,moderately_important,"specialization,entrepreneurship,management",0.55,0.94,0.51,0.95,0,28800,2,1,0,0,5,95.0
1748,40,Other,some_college,17,supportive,engineering,engineering,Civil Engineering,1,9,1,5,9,entry_level,remote_international,very_important,specialization,0.89,0.8,0.64,0.95,1,81364,4,1,0,1,8,95.0
1749,61,Female,masters,37,analytical,healthcare,healthcare,Medical Practice,7,9,2,1,10,flexible,very_interested,not_important,"consulting,specialization",0.96,0.65,0.67,0.95,1,149292,8,4,3,0,4,95.0
1750,18,Female,high_school,0,technical,"education,engineering",engineering,Chemical Engineering,5,2,5,8,4,senior_level,not_interested,not_important,"research,entrepreneurship,specialization",0.82,0.72,0.55,0.95,1,137999,8,8,0,3,8,95.0
1751,55,Other,masters,26,creative,"education,business,technology",business,Entrepreneurship,7,1,4,3,4,executive,very_interested,very_important,"teaching,management",0.94,0.74,0.92,0.95,1,355680,8,13,0,1,6,95.0
1752,57,Other,masters,32,creative,technology,technology,DevOps Engineering,8,3,6,10,7,entry_level,very_interested,less_important,"teaching,research,entrepreneurship",0.84,0.85,0.58,0.95,1,122803,9,13,2,0,7,95.0
1753,26,Other,phd,4,supportive,education,education,Curriculum Development,7,7,1,4,1,flexible,very_interested,less_important,teaching,0.76,0.71,0.56,0.95,1,72576,4,7,1,1,7,95.0
1754,51,Male,phd,22,supportive,"marketing,healthcare,business",healthcare,Nursing,5,5,2,7,8,executive,somewhat_interested,very_important,"consulting,entrepreneurship,specialization",0.51,0.76,0.8,0.95,1,399167,4,3,3,1,8,95.0
1755,51,Female,high_school,27,technical,"technology,engineering",technology,Cybersecurity,10,1,9,5,6,senior_level,somewhat_interested,not_important,consulting,0.74,0.68,0.48,0.95,1,221760,6,9,0,0,9,95.0
1756,53,Female,masters,25,creative,"technology,business",technology,Cybersecurity,8,5,5,8,7,senior_level,somewhat_interested,moderately_important,"consulting,research",0.7,0.92,1.15,0.95,1,280800,10,3,0,1,6,95.0
1757,22,Female,high_school,0,leadership,"marketing,healthcare,business",healthcare,Healthcare Administration,8,1,6,1,1,senior_level,remote_international,less_important,"entrepreneurship,research,management",0.74,0.77,0.83,0.95,1,132000,2,4,0,1,4,95.0
1758,29,Female,masters,7,supportive,"healthcare,marketing,business",business,Digital Marketing,9,3,3,5,6,mid_level,not_interested,very_important,"management,specialization",0.94,0.92,0.65,0.95,1,124488,6,5,0,1,6,95.0
1759,34,Male,high_school,11,analytical,"technology,business,engineering",technology,Cybersecurity,2,3,10,9,4,senior_level,not_interested,less_important,"teaching,management,research",0.57,0.79,0.51,0.95,1,175680,8,12,0,0,6,95.0
1760,42,Other,phd,15,creative,"technology,education,marketing",marketing,Market Research,5,5,8,10,5,entry_level,very_interested,moderately_important,research,0.8,0.66,0.85,0.95,1,78624,7,5,0,1,6,95.0
1761,53,Other,bachelors,31,creative,"education,healthcare,engineering",healthcare,Healthcare Administration,6,3,7,6,9,executive,somewhat_interested,very_important,specialization,0.78,0.75,0.74,0.95,0,256608,1,1,0,0,8,95.0
1762,55,Other,high_school,32,technical,"education,technology,marketing",marketing,Content Creation,1,1,6,4,8,flexible,somewhat_interested,not_important,"teaching,consulting,specialization",0.89,0.86,0.9,0.95,1,88560,4,1,3,0,4,95.0
1763,52,Male,masters,28,creative,marketing,marketing,Market Research,7,3,2,6,5,entry_level,not_interested,very_important,"research,management,consulting",0.5,0.91,1.12,0.95,1,87609,3,10,0,1,10,95.0
1764,37,Male,phd,9,creative,"education,healthcare",healthcare,Physical Therapy,3,7,4,9,10,flexible,remote_international,less_important,"entrepreneurship,teaching,management",0.53,0.66,1.02,0.95,1,109032,4,6,0,2,8,95.0
1765,50,Female,masters,26,technical,"healthcare,business,engineering",engineering,Civil Engineering,9,10,2,7,2,flexible,very_interested,less_important,"research,consulting",0.68,0.61,0.91,0.95,1,136344,2,5,0,2,8,95.0
1766,37,Male,masters,8,technical,"marketing,healthcare",marketing,Content Creation,8,10,9,10,2,senior_level,not_interested,less_important,"management,teaching,research",0.74,0.66,0.62,0.95,1,162864,5,9,0,3,6,95.0
1767,55,Female,high_school,33,technical,engineering,engineering,Biomedical Engineering,9,7,6,9,1,executive,somewhat_interested,very_important,research,0.82,0.61,0.77,0.95,1,343620,10,15,3,1,7,95.0
1768,60,Other,bachelors,31,leadership,"healthcare,education,marketing",education,Curriculum Development,6,7,9,1,9,senior_level,remote_international,very_important,management,0.67,0.86,0.49,0.95,1,186624,7,14,0,0,8,95.0
1769,63,Male,bachelors,37,supportive,"technology,marketing,healthcare",marketing,Digital Marketing,10,1,7,8,3,senior_level,not_interested,not_important,research,0.97,0.92,0.78,0.95,1,225504,3,14,0,1,8,95.0
1770,48,Female,bachelors,19,supportive,technology,technology,UI/UX Design,8,3,9,10,1,flexible,very_interested,very_important,teaching,0.85,0.77,0.61,0.95,1,119231,2,9,0,1,7,95.0
1771,20,Other,some_college,0,creative,business,business,Digital Marketing,8,4,4,7,9,mid_level,remote_international,not_important,"consulting,entrepreneurship",0.86,0.74,0.67,0.95,1,92400,6,7,0,2,6,95.0
1772,19,Other,masters,0,leadership,"engineering,education,healthcare",healthcare,Pharmacy,5,9,8,2,4,entry_level,very_interested,very_important,entrepreneurship,0.68,0.76,0.61,0.95,1,68640,4,5,3,1,7,95.0
1773,55,Female,phd,29,leadership,"technology,business",technology,AI/ML Engineer,5,6,1,6,7,mid_level,somewhat_interested,not_important,consulting,0.8,0.73,0.48,0.95,1,222969,2,10,3,0,5,95.0
1774,52,Other,masters,25,technical,"business,education",education,Educational Technology,3,10,9,2,4,mid_level,somewhat_interested,less_important,research,0.83,0.78,1.17,0.95,1,131040,2,2,0,0,9,95.0
1775,62,Female,masters,33,leadership,engineering,engineering,Electrical Engineering,9,10,1,10,9,senior_level,somewhat_interested,not_important,entrepreneurship,0.61,0.77,1.02,0.95,1,297804,10,4,2,1,7,95.0
1776,62,Other,phd,37,technical,"technology,engineering",technology,AI/ML Engineer,9,8,8,7,5,senior_level,very_interested,less_important,management,0.89,0.77,0.65,0.95,1,350784,8,14,0,0,6,95.0
1777,30,Other,high_school,6,supportive,business,business,Entrepreneurship,8,5,1,3,9,senior_level,not_interested,less_important,"consulting,teaching,entrepreneurship",0.69,0.95,0.48,0.95,1,134400,9,2,0,1,4,95.0
1778,49,Other,some_college,20,creative,education,education,Curriculum Development,10,5,2,3,4,senior_level,not_interested,moderately_important,specialization,0.91,0.88,0.44,0.95,1,147839,5,6,0,1,7,95.0
1779,22,Male,masters,0,supportive,"healthcare,business",healthcare,Healthcare Administration,10,3,9,7,4,mid_level,remote_international,very_important,specialization,0.55,0.7,1.12,0.95,1,120120,9,12,0,0,6,95.0
1780,42,Male,masters,14,creative,"business,healthcare",business,Digital Marketing,7,1,3,7,4,mid_level,not_interested,not_important,"management,consulting",0.82,0.84,0.84,0.95,1,139776,1,13,0,0,6,95.0
1781,27,Male,bachelors,4,leadership,"marketing,healthcare,business",marketing,Market Research,3,4,7,9,6,entry_level,not_interested,less_important,"entrepreneurship,specialization,consulting",0.53,0.95,0.51,0.95,1,55987,4,6,0,2,9,95.0
1782,48,Male,some_college,22,analytical,"marketing,business",marketing,Digital Marketing,7,2,2,4,10,entry_level,very_interested,less_important,"teaching,research",0.96,0.65,0.69,0.95,1,68428,4,5,0,2,7,95.0
1783,20,Female,masters,0,creative,business,business,Digital Marketing,7,4,9,6,10,flexible,very_interested,moderately_important,"entrepreneurship,specialization,consulting",0.65,0.92,0.86,0.95,1,78000,6,12,2,3,9,95.0
1784,31,Male,phd,9,supportive,"marketing,healthcare,engineering",engineering,Chemical Engineering,1,10,5,1,5,senior_level,remote_international,less_important,management,0.73,0.73,0.67,0.95,1,227975,7,6,0,1,8,95.0
1785,56,Other,high_school,28,leadership,"engineering,education,marketing",marketing,Content Creation,3,4,3,5,3,entry_level,not_interested,moderately_important,management,0.7,0.88,0.86,0.95,1,67392,7,14,0,1,4,95.0
1786,65,Male,masters,40,leadership,"technology,marketing,business",business,Financial Planning,1,3,9,7,2,mid_level,somewhat_interested,moderately_important,research,0.71,0.94,1.18,0.95,1,196560,1,12,1,1,6,95.0
